1.000000 0.100000
1.153004 0.096373
1.153004 0.096373
1.328833 0.092359
1.306599 0.092349
1.565869 0.096866
1.623444 0.097073
1.623444 0.097073
1.881805 0.097222
2.378701 0.098784
2.378701 0.098784
2.732308 0.095260
2.732308 0.095260
2.732308 0.095260
2.716238 0.095050
3.083570 0.092433
3.337342 0.095391
3.583131 0.099323
3.602787 0.100840
3.602787 0.100840
3.602787 0.100840
3.994071 0.102684
4.205804 0.105510
4.205804 0.105510
4.540367 0.104738
4.984589 0.102639
4.984589 0.102639
5.072211 0.105536
4.967905 0.103630
5.186643 0.107005
5.384605 0.102462
5.384605 0.102462
5.677868 0.103950
5.917972 0.107675
6.106127 0.109746
6.106127 0.109746
6.386584 0.111315
6.386584 0.111315
6.482498 0.112717
6.584400 0.111307
6.584400 0.111307
6.826101 0.108594
7.237471 0.103814
7.601165 0.106435
7.856056 0.105937
7.856056 0.105937
8.029075 0.104396
8.029075 0.104396
8.287860 0.101230
8.287860 0.101230
8.287860 0.101230
8.508701 0.104063
8.508701 0.104063
8.512900 0.104648
8.605682 0.102781
8.605682 0.102781
8.941177 0.098333
9.380595 0.097096
9.380595 0.097096
9.380595 0.097096
9.504749 0.099410
9.504749 0.099410
9.666706 0.101815
9.666706 0.101815
9.901245 0.105189
10.003364 0.102448
10.003364 0.102448
10.317381 0.097456
10.317381 0.097456
10.547405 0.098108
10.547405 0.098108
10.488959 0.095289
10.590480 0.099089
10.546702 0.096061
10.916059 0.100379
11.011873 0.100718
11.216355 0.101408
11.584735 0.100238
11.584735 0.100238
11.584735 0.100238
11.584735 0.100238
11.584735 0.100238
12.032291 0.099252
12.032291 0.099252
12.205218 0.101522
12.700581 0.099750
12.744279 0.095023
12.744279 0.095023
13.008254 0.093066
13.171453 0.091946
13.171453 0.091946
13.452892 0.089303
13.606194 0.086136
13.606194 0.086136
13.460476 0.081577
13.460476 0.081577
13.610360 0.082409
13.743988 0.084775
13.743988 0.084775
14.174513 0.081412
14.174513 0.081412
14.410426 0.077141
14.410426 0.077141
14.811296 0.073454
14.852999 0.073310
15.262535 0.075517
15.362720 0.074224
15.180849 0.069266
15.612600 0.064313
15.962212 0.068665
15.962212 0.068665
15.962212 0.068665
16.041389 0.073093
16.041389 0.073093
16.517614 0.071947
16.922054 0.069896
17.294176 0.073848
17.217144 0.070980
17.427551 0.067430
17.427551 0.067430
17.377745 0.063931
17.571117 0.062928
17.571117 0.062928
17.571117 0.062928
17.571117 0.062928
17.955278 0.067444
17.955278 0.067444
17.955278 0.067444
18.224537 0.072014
18.253208 0.071569
18.253208 0.071569
18.253208 0.071569
18.369257 0.072654
18.369257 0.072654
18.369257 0.072654
18.369257 0.072654
18.289253 0.067987
18.289253 0.067987
18.364346 0.071157
18.768606 0.069614
18.496643 0.070304
18.698593 0.071064
18.774090 0.067985
18.701944 0.066584
18.553083 0.070817
18.553083 0.070817
18.553083 0.070817
19.042410 0.066600
19.524147 0.068135
19.955381 0.068712
19.791615 0.071569
19.938541 0.071446
19.995230 0.067078
19.995230 0.067078
19.748405 0.070500
19.748405 0.070500
19.748405 0.070500
19.748405 0.070500
20.177027 0.069284
20.336311 0.067381
20.571959 0.068839
20.452932 0.066767
20.555283 0.070262
20.071106 0.074506
20.360336 0.071282
20.346218 0.071223
20.296190 0.072656
19.897684 0.074238
20.229053 0.075106
19.943745 0.072568
19.943745 0.072568
20.326231 0.071195
19.923180 0.075846
19.923180 0.075846
19.566469 0.078547
19.820633 0.076108
19.849424 0.078168
20.060192 0.081243
19.849609 0.082631
19.849609 0.082631
19.862791 0.077724
19.788555 0.081642
19.919706 0.086529
20.105738 0.085162
20.271059 0.085228
20.593256 0.082835
20.566439 0.085731
20.833838 0.085734
21.053675 0.088631
20.812790 0.083993
20.357307 0.084487
20.669001 0.089239
20.669001 0.089239
20.205629 0.087162
20.205629 0.087162
20.664272 0.089961
20.664272 0.089961
21.033140 0.085165
21.017614 0.087568
21.256559 0.092562
21.256559 0.092562
21.256559 0.092562
21.729883 0.095534
21.729883 0.095534
21.562035 0.099998
21.261843 0.104048
21.090063 0.108706
20.836241 0.112053
21.000692 0.110245
21.373148 0.105825
20.989817 0.109876
21.400091 0.113569
21.579126 0.116996
21.133230 0.120133
21.354742 0.116592
21.201323 0.115049
21.452831 0.116788
21.362309 0.120989
21.362309 0.120989
21.368879 0.120559
21.793526 0.121296
21.680157 0.121135
21.884373 0.117765
22.203390 0.114936
22.471050 0.119322
22.471050 0.119322
22.433857 0.114689
22.162563 0.114150
22.491838 0.114491
22.491838 0.114491
22.718626 0.119144
22.828274 0.117663
22.690111 0.113224
22.690111 0.113224
22.555370 0.114652
22.975098 0.112707
23.294989 0.115390
23.188961 0.120360
23.577110 0.123623
23.577110 0.123623
23.579706 0.121643
23.691698 0.125760
23.397030 0.123496
23.397030 0.123496
23.832085 0.124451
23.832085 0.124451
23.376308 0.122802
23.154388 0.125092
23.612486 0.126265
23.284651 0.127106
23.284651 0.127106
23.284651 0.127106
23.003296 0.131146
23.349901 0.134802
23.199594 0.137810
23.195166 0.139287
23.195166 0.139287
